ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,account_id,escalation_flag
T-94b674,2023-10-20,2023-10-21 20:00:00,44.0,urgent,78.0,,,
T-0313d4,2024-11-04,2024-11-06 04:00:00,52.0,medium,173.0,,,
t-ca2383,2024-05-20,2024-05-22 12:00:00,60.0,high,79.0,5.0,,
T-c863f8,2023-11-12,2023-11-14 21:00:00,,low,141.0,5.0,,
T-1761af,2023-08-02,2023-08-04 15:00:00,,low,29.0,4.0,,
T-1df6ee,2024-07-12,,32.0,low,131.0,3.0,,
T-6c817f,2023-08-01,2023-08-03 23:00:00,71.0,urgent,69.0,,,
T-06d051,2024-01-24,2024-01-24 01:00:00,1.0,medium,94.0,,,
,2023-05-02,2023-05-02 04:00:00,4.0,urgent,78.0,3.0,,
T-5c1ed6,2023-05-08,2023-05-08 12:00:00,12.0,low,148.0,3.0,,
T-3830CA,2024-01-31,2024-02-02 01:00:00,49.0,urgent,7.0,,,
T-5df3d2,2024-04-05,2024-04-06 13:00:00,37.0,high,,,,
T-c17382,2024-05-10,2024-05-10 04:00:00,4.0,urgent,89.0,3.0,,
T-fd629f,2024-08-23,2024-08-23 17:00:00,17.0,high,52.0,,,
T-35ba6a,2024-03-03,2024-03-03 04:00:00,4.0,urgent,139.0,3.0,,
T-b2925a,2024-01-15,2024-01-17 23:00:00,71.0,low,172.0,,,
T-399cd5,2023-03-30,2023-03-30 23:00:00,23.0,urgent,62.0,3.0,,
,2024-06-01,2024-06-01 23:00:00,23.0,medium,176.0,3.0,,
T-a5de10,2024-06-03,2024-06-04 12:00:00,36.0,medium,98.0,4.0,,
,2024-01-27,,23.0,medium,31.0,3.0,,
T-347ab6,2023-05-18,2023-05-18 07:00:00,7.0,high,36.0,,,
T-ca8e8f,2024-08-16,2024-08-18 10:00:00,58.0,low,93.0,,,
T-263799,2024-02-15,2024-02-16 05:00:00,29.0,medium,6.0,,,
T-a2a84a,2023-03-30,2023-03-31 21:00:00,45.0,medium,36.0,4.0,,
T-3915f7,2024-04-10,2024-04-10 11:00:00,11.0,medium,139.0,3.0,,
T-b1d1d0,2023-08-13,2023-08-14 01:00:00,25.0,,128.0,3.0,,
T-9d9a08,2024-03-22,2024-03-24 18:00:00,,urgent,105.0,3.0,,
T-5e66ab,2023-01-26,2023-01-26 19:00:00,19.0,urgent,180.0,4.0,,
T-9d2c2c,2024-03-05,2024-03-07 12:00:00,60.0,medium,50.0,,,
T-a96055,2024-11-27,2024-11-29 01:00:00,49.0,,9.0,4.0,,
,,2023-01-21 02:00:00,26.0,high,5.0,4.0,,
T-ad077a,2023-10-16,2023-10-17 00:00:00,24.0,urgent,12.0,,,
T-cb9d4b,2023-07-06,2023-07-07 14:00:00,38.0,medium,144.0,4.0,,
T-0721f7,2024-07-25,2024-07-26 12:00:00,36.0,low,15.0,5.0,,
T-ffdef9,2023-09-17,2023-09-18 21:00:00,45.0,low,13.0,,,
T-6804d9,2023-04-13,2023-04-15 11:00:00,,high,26.0,3.0,,
T-5b0a56,2024-07-24,2024-07-26 20:00:00,68.0,medium,42.0,,,
T-678cb9,2023-02-08,2023-02-10 18:00:00,,medium,39.0,4.0,,
T-c0ce04,2024-08-30,2024-09-01 03:00:00,51.0,urgent,29.0,,,
T-c8e32b,2024-01-22,2024-01-22 12:00:00,12.0,high,129.0,,,
T-bf44a3,2024-11-16,,45.0,high,103.0,,,
T-2bec1c,2024-11-07,2024-11-07 15:00:00,15.0,high,51.0,,,
T-67c060,2024-10-22,2024-10-23 19:00:00,43.0,low,72.0,3.0,,
T-b94ce2,2024-12-10,2024-12-11 18:00:00,42.0,urgent,142.0,5.0,,
T-4486bf,2024-11-11,2024-11-12 23:00:00,47.0,urgent,152.0,,,
,2023-08-07,2023-08-09 15:00:00,63.0,urgent,157.0,3.0,,
T-bf0575,2023-04-10,2023-04-12 11:00:00,59.0,high,,5.0,,
T-202a0d,2023-12-30,2023-12-31 10:00:00,34.0,medium,7.0,,,
T-784b41,2023-10-10,2023-10-10 23:00:00,23.0,medium,21.0,,,
 T-54e843    ,2024-10-06,,8.0,medium,63.0,3.0,,
T-03d219,2024-01-02,2024-01-04 05:00:00,,urgent,,,,
T-7dc53f,2024-02-04,2024-02-04 19:00:00,19.0,low,86.0,3.0,,
 T-1b9875    ,2024-09-08,2024-09-10 13:00:00,61.0,low,48.0,5.0,,
T-520606,2023-01-15,2023-01-15 15:00:00,15.0,urgent,89.0,5.0,,
T-c6e82b,2024-06-06,2024-06-07 13:00:00,37.0,high,178.0,,,
T-abd0a8,2024-11-30,2024-11-30 01:00:00,1.0,high,107.0,3.0,,
T-29abed,2024-03-28,2024-03-30 02:00:00,50.0,,39.0,5.0,,
T-1F3E8A,2023-05-08, 2023-05-08 12:00:00    ,12.0,medium,132.0,,,
T-9736d7,2023-08-12,2023-08-12 19:00:00,19.0,medium,66.0,,,
T-640bda,2023-01-07,2023-01-08 04:00:00,28.0,medium,112.0,3.0,,
T-1374f5,2024-10-18,2024-10-19 02:00:00,26.0,medium,59.0,4.0,,
T-87b6c4,2023-07-01,2023-07-02 13:00:00,37.0,,,,,
T-66d5a0,2024-03-01,2024-03-01 17:00:00,17.0,urgent,153.0,,,
T-4c47b4,2024-02-29,2024-02-29 08:00:00,8.0,low,152.0,5.0,,
T-6dbff1,2024-05-27,2024-05-29 04:00:00,52.0,medium,11.0,3.0,,
T-223760,,2023-04-03 11:00:00,59.0,low,124.0,,,
T-37c256,,2024-01-13 17:00:00,65.0,,133.0,,,
T-e481c6,2023-08-01,2023-08-03 03:00:00,51.0,low,22.0,,,
T-1dd5b9,2023-08-08,2023-08-08 02:00:00,2.0,high,74.0,,,
T-f01315,,2024-11-24 09:00:00,57.0,urgent,153.0,3.0,,
T-3bc756,2023-04-24,2023-04-24 10:00:00,10.0,,129.0,4.0,,
T-b9e7df,2023-05-10,2023-05-10 05:00:00,5.0,medium,158.0,,,
T-6ff72c,2024-09-02,2024-09-03 02:00:00,26.0,high,,5.0,,
T-618d10,2024-09-25,2024-09-25 19:00:00,19.0,urgent,130.0,,,
T-5117fb,2023-12-11,2023-12-13 17:00:00,,medium,64.0,3.0,,
T-d9cb01,2024-03-23,2024-03-25 10:00:00,58.0,urgent,104.0,,,
T-29e9b8,2023-05-17,2023-05-17 07:00:00,7.0,,166.0,5.0,,
,2024-11-15,2024-11-17 11:00:00,59.0,medium,3.0,5.0,,
T-ac71c9,2024-01-18,2024-01-18 08:00:00,8.0,high,155.0,3.0,,
T-57b938,2023-07-22,2023-07-24 17:00:00,65.0,high,145.0,,,
T-b9ca29,2024-08-28,2024-08-30 16:00:00,64.0,low,37.0,4.0,,
T-82577a,2024-02-19,2024-02-19 13:00:00,13.0,low,117.0,,,
T-a5b987,2023-01-27,2023-01-27 23:00:00,23.0,high,156.0,,,
 T-f29fb2    ,2024-03-30,2024-04-01 05:00:00,53.0,medium,103.0,,,
T-34c636,,2024-11-13 04:00:00,4.0,high,70.0,4.0,,
T-36d4a7,2024-07-07,2024-07-08 13:00:00,37.0,,130.0,,,
T-d9ea42,2023-05-23,2023-05-24 12:00:00,36.0,medium,,5.0,,
T-c55d61,2023-03-21,,6.0,high,8.0,4.0,,
t-38714f,2024-12-25,2024-12-25 07:00:00,,high,63.0,,,
T-967ccc,2023-12-28,2023-12-30 02:00:00,50.0,urgent,144.0,4.0,,
T-c01944,2024-03-28,2024-03-29 18:00:00,42.0,medium,146.0,3.0,,
t-533b28,2024-10-22,2024-10-24 17:00:00,65.0,high,26.0,,,
,2023-02-10,2023-02-11 13:00:00,37.0,,17.0,4.0,,
T-9fcefd,2023-04-17, 2023-04-17 02:00:00    ,2.0,low,,4.0,,
T-89d6c4,2023-11-24,2023-11-24 16:00:00,16.0,medium,111.0,4.0,,
T-a0545c,2024-04-26,2024-04-26 06:00:00,6.0,medium,152.0,,,
T-ad83da,2023-10-18,2023-10-18 21:00:00,21.0,urgent,91.0,,,
 T-35ae60    ,2023-12-17,,70.0,medium,174.0,,,
t-4f5aab,2024-06-08,2024-06-08 19:00:00,19.0,high,35.0,4.0,,
T-50b851,2023-12-26,2023-12-28 00:00:00,48.0,low,42.0,4.0,,
T-a3288b,2024-12-28,2024-12-30 07:00:00,55.0,low,26.0,3.0,,
T-8a14a4,2023-11-19,2023-11-21 13:00:00,61.0,medium,128.0,3.0,,
T-458e24,2024-03-27,2024-03-27 20:00:00,20.0,,147.0,4.0,,
T-f155f0,2023-08-06,2023-08-06 06:00:00,,,156.0,,,
T-C1CA2B,2023-06-18,2023-06-19 09:00:00,33.0,low,150.0,5.0,,
T-ec6d18,2024-09-30,2024-10-02 08:00:00,56.0,high,110.0,5.0,,
T-2a5b2f,2024-07-03,2024-07-05 22:00:00,70.0,low,80.0,4.0,,
,2023-04-15,2023-04-15 08:00:00,8.0,low,,,,
T-08abd6,2023-03-07,2023-03-08 10:00:00,34.0,medium,72.0,3.0,,
T-91c983,2023-05-23,2023-05-23 03:00:00,3.0,high,177.0,5.0,,
T-91aaf3,,2023-04-20 19:00:00,67.0,high,122.0,4.0,,
T-c2a8c2,2023-07-11,2023-07-11 15:00:00,,urgent,86.0,5.0,,
T-cc3d2a,2024-01-31,2024-01-31 07:00:00,7.0,medium,104.0,,,
T-8b1323,2024-07-15,2024-07-15 12:00:00,12.0,medium,116.0,,,
T-d1c41b,2023-03-22,2023-03-23 00:00:00,24.0,high,68.0,,,
T-4a53fe,2024-07-12,2024-07-14 01:00:00,49.0,low,153.0,,,
T-837699,2024-02-22,2024-02-22 21:00:00,21.0,urgent,174.0,5.0,,
T-ed6cdf,2023-06-02,2023-06-05 00:00:00,72.0,medium,100.0,,,
T-e63e72,2024-06-02,2024-06-02 21:00:00,21.0,high,125.0,,,
T-b9b80b,2024-06-24,2024-06-26 09:00:00,57.0,urgent,49.0,3.0,,
T-05b5f6,2024-03-05,2024-03-06 16:00:00,40.0,high,137.0,,,
T-866ebe,2023-06-05,2023-06-06 03:00:00,27.0,,,,,
T-9bf64e,2023-10-07,2023-10-08 05:00:00,29.0,high,87.0,,,
T-b2adad,2024-10-29,,57.0,medium,20.0,,,
T-9b4be2,2024-04-08,2024-04-09 18:00:00,42.0,low,112.0,5.0,,
T-eecc2f,2024-12-05,2024-12-05 04:00:00,4.0,high,73.0,,,
T-bc73ad,2024-10-08,,45.0,low,103.0,5.0,,
T-4ecb7b,2023-08-19,2023-08-21 02:00:00,50.0,low,98.0,,,
T-9f9f2d,2023-11-02,2023-11-03 03:00:00,27.0,medium,57.0,,,
t-7929a5,2024-04-09,2024-04-11 08:00:00,56.0,high,158.0,3.0,,
T-8f5672,2023-10-19,2023-10-21 11:00:00,59.0,,5.0,,,
T-0a1945,,2024-10-30 07:00:00,7.0,urgent,34.0,4.0,,
T-4f391f,2024-04-15,2024-04-15 09:00:00,9.0,high,59.0,,,
T-63AABA,2023-09-07,2023-09-08 16:00:00,40.0,medium,21.0,,,
T-f27d8b,2023-09-30,2023-10-01 23:00:00,47.0,urgent,113.0,,,
T-f99a2c,2023-04-26,2023-04-26 01:00:00,1.0,medium,61.0,3.0,,
T-832df9,2023-02-26,2023-02-28 08:00:00,56.0,urgent,12.0,,,
T-bc2607,2024-08-06,,65.0,high,155.0,5.0,,
T-f5f28c,2024-09-07,2024-09-08 10:00:00,34.0,low,149.0,5.0,,
t-9bde67,2023-09-30,2023-10-02 11:00:00,59.0,high,59.0,4.0,,
 T-db932a    ,2024-10-28, 2024-10-28 10:00:00    ,10.0,urgent,92.0,,,
T-7dedc0,2024-03-26,,29.0,low,146.0,,,
T-847498,2023-07-17,2023-07-19 11:00:00,59.0,high,36.0,,,
T-8ece2f,2024-09-09,2024-09-09 03:00:00,3.0,urgent,102.0,5.0,,
T-5a765e,2024-02-27,2024-02-29 23:00:00,71.0,high,38.0,5.0,,
T-2b566c,2024-09-08,2024-09-10 22:00:00,70.0,medium,167.0,,,
T-2e5c7e,2024-09-04,2024-09-06 15:00:00,63.0,low,136.0,,,
T-17f85e,2024-02-24,2024-02-25 11:00:00,,urgent,133.0,3.0,,
T-e6c083,2024-05-16,2024-05-17 18:00:00,42.0,high,81.0,5.0,,
T-5ed6b6,2023-09-28,2023-09-28 10:00:00,10.0,urgent,176.0,,,
T-2c61f3,,2024-06-29 16:00:00,16.0,high,180.0,3.0,,
T-c50b96,2023-03-02,2023-03-03 07:00:00,,urgent,141.0,,,
T-526bb5,2024-08-10,2024-08-11 17:00:00,41.0,high,135.0,,,
T-316da7,,2024-01-16 11:00:00,35.0,high,44.0,4.0,,
T-Fcfcf7,2024-02-13,2024-02-13 05:00:00,5.0,low,82.0,4.0,,
,2023-04-16, 2023-04-17 11:00:00    ,35.0,high,10.0,3.0,,
T-6bdc37,2023-07-23,2023-07-24 17:00:00,,high,89.0,5.0,,
T-7917a1,2024-06-09,2024-06-10 16:00:00,40.0,high,125.0,,,
T-617256,2023-12-25,2023-12-25 12:00:00,12.0,medium,134.0,3.0,,
 T-afa224    ,2024-05-23, 2024-05-25 10:00:00    ,58.0,,1.0,,,
T-01e321,2024-06-01,2024-06-02 22:00:00,46.0,medium,80.0,4.0,,
T-4d29dc,2023-01-04,2023-01-05 01:00:00,,urgent,147.0,,,
T-2c6679,2024-07-16,2024-07-18 03:00:00,51.0,medium,73.0,5.0,,
T-411de2,2023-09-27,2023-09-29 21:00:00,69.0,low,7.0,5.0,,
,2023-01-16, 2023-01-17 05:00:00    ,29.0,medium,74.0,3.0,,
T-0648e6,2024-12-01,,12.0,low,113.0,4.0,,
T-8c694d,2024-05-24,2024-05-24 15:00:00,15.0,low,39.0,3.0,,
T-CB1B0E,2024-05-12, 2024-05-14 08:00:00    ,56.0,urgent,46.0,5.0,,
T-abeb65,2024-07-07,2024-07-09 07:00:00,55.0,low,10.0,,,
T-01c405,2023-03-15,2023-03-16 12:00:00,36.0,medium,121.0,,,
T-fb798a,2024-11-07,2024-11-07 09:00:00,,medium,64.0,,,
T-c5474d,2023-06-06,2023-06-08 17:00:00,65.0,urgent,149.0,,,
T-367563,2024-11-23,,5.0,medium,175.0,,,
T-10521d,2024-02-20,2024-02-21 04:00:00,28.0,urgent,110.0,3.0,,
T-b88fe0,2023-11-08,,7.0,medium,42.0,,,
T-235e0a,2023-05-17,2023-05-19 22:00:00,70.0,medium,107.0,,,
T-6ba61d,2024-08-15,2024-08-17 18:00:00,66.0,high,,,,
T-f4724a,2023-09-21,2023-09-22 22:00:00,46.0,urgent,104.0,4.0,,
T-9aee85,2024-05-26,2024-05-27 15:00:00,39.0,medium,155.0,,,
T-de489a,2024-07-28,2024-07-30 07:00:00,55.0,high,96.0,5.0,,
T-016d69,2023-03-18,2023-03-19 19:00:00,43.0,high,85.0,,,
T-1acc04,2023-08-08,2023-08-08 19:00:00,19.0,high,85.0,,,
T-7dfa96,2023-09-12,2023-09-14 16:00:00,64.0,low,98.0,,,
T-39424e,2024-08-05,2024-08-05 05:00:00,5.0,medium,137.0,,,
 T-7431ee    ,2023-06-05,2023-06-07 13:00:00,61.0,high,171.0,,,
T-ab7721,2023-03-24,2023-03-26 13:00:00,61.0,urgent,19.0,,,
T-371908,2024-04-13,2024-04-13 07:00:00,7.0,low,53.0,,,
T-ced995,2024-06-24,2024-06-25 19:00:00,43.0,urgent,92.0,,,
T-0854f6,2024-01-31,2024-02-02 19:00:00,67.0,urgent,178.0,3.0,,
t-32b901,2024-11-14,2024-11-16 01:00:00,,high,1.0,,,
T-7a84fc,2024-09-13,2024-09-14 00:00:00,24.0,low,4.0,5.0,,
T-2be50d,2024-12-26,2024-12-26 14:00:00,14.0,urgent,16.0,5.0,,
T-3196fb,2024-10-25,2024-10-25 18:00:00,18.0,high,68.0,,,
,2024-04-08,2024-04-08 11:00:00,,medium,19.0,3.0,,
T-6dd363,2024-07-05,2024-07-06 18:00:00,,medium,150.0,3.0,,
T-c39af4,2024-10-19,2024-10-21 17:00:00,65.0,low,59.0,,,
T-9ff2ab,2024-05-27,2024-05-27 17:00:00,17.0,urgent,10.0,,,
T-584792,2023-10-15,2023-10-17 03:00:00,51.0,low,121.0,4.0,,
T-2a21f8,2024-05-30,2024-05-30 08:00:00,8.0,medium,92.0,4.0,,
T-cbc17d,2024-09-30,2024-09-30 19:00:00,19.0,medium,62.0,,,
T-af5765,2024-03-09,2024-03-09 19:00:00,19.0,low,44.0,3.0,,
T-17e8e9,2023-09-03,,33.0,high,,5.0,,
T-27abc5,2024-01-06,2024-01-08 02:00:00,50.0,high,61.0,3.0,,
T-7d878f,2024-07-19,2024-07-21 19:00:00,67.0,medium,18.0,,,
T-f09f22,2024-10-27,2024-10-29 14:00:00,62.0,urgent,54.0,5.0,,
T-484790,2023-12-13,2023-12-14 18:00:00,42.0,urgent,102.0,,,
,2024-11-21,2024-11-23 16:00:00,64.0,urgent,152.0,4.0,,
T-687ec1,2024-10-10,2024-10-12 12:00:00,60.0,high,65.0,5.0,,
T-7d2f68,2024-10-17,2024-10-19 11:00:00,59.0,low,167.0,5.0,,
T-306781,2023-12-05,2023-12-07 09:00:00,,medium,21.0,,,
T-4e07bf,2023-10-29,2023-10-29 14:00:00,14.0,urgent,123.0,3.0,,
T-43635f,2024-11-05,2024-11-06 10:00:00,34.0,medium,152.0,4.0,,
 T-a3df20    ,2024-03-09,2024-03-11 20:00:00,68.0,high,118.0,,,
T-1e080e,,2024-08-04 15:00:00,15.0,urgent,66.0,5.0,,
,2024-09-09, 2024-09-11 14:00:00    ,62.0,urgent,90.0,4.0,,
T-a1bc5a,2024-06-24,2024-06-26 01:00:00,49.0,low,41.0,,,
 T-80126f    ,2024-11-23,2024-11-23 16:00:00,16.0,urgent,52.0,3.0,,
T-b57da5,2024-06-22,2024-06-22 03:00:00,3.0,urgent,107.0,,,
T-2694cc,2023-07-03,2023-07-05 03:00:00,51.0,high,124.0,3.0,,
T-856bdd,2024-08-17,2024-08-19 00:00:00,48.0,low,52.0,,,
t-cc8d03,2024-07-19,,46.0,medium,22.0,3.0,,
T-429ce6,2024-05-30,2024-05-30 07:00:00,7.0,high,55.0,3.0,,
T-36db9a,2023-03-09,2023-03-11 00:00:00,48.0,high,125.0,5.0,,
T-429ce0,2023-05-31,2023-05-31 01:00:00,,high,17.0,5.0,,
T-ef99b1,2023-09-04,2023-09-06 20:00:00,,low,117.0,5.0,,
T-d2e273,2024-10-05,2024-10-05 05:00:00,5.0,high,94.0,,,
,2024-06-15,2024-06-15 18:00:00,,high,169.0,4.0,,
T-913bc6,2023-11-02,,30.0,urgent,117.0,,,
,,2024-09-04 01:00:00,49.0,urgent,172.0,5.0,,
T-563A64,2023-08-20,2023-08-21 01:00:00,25.0,medium,15.0,3.0,,
T-23bb61,2024-06-16,2024-06-17 12:00:00,36.0,low,171.0,3.0,,
 T-6b6fb7    ,2024-02-11,2024-02-11 04:00:00,4.0,medium,119.0,3.0,,
T-490C4A,2023-08-08,2023-08-08 09:00:00,9.0,urgent,,,,
T-8FD002,,,48.0,low,53.0,4.0,,
 T-26d259    ,2023-10-26, 2023-10-28 08:00:00    ,56.0,low,96.0,4.0,,
T-2a5b67,2023-07-24,2023-07-25 13:00:00,37.0,medium,47.0,5.0,,
T-1103cb,2024-08-01,2024-08-01 05:00:00,5.0,low,113.0,5.0,,
,2023-07-14,2023-07-16 16:00:00,64.0,medium,136.0,,,
T-9bbea1,2023-02-06,2023-02-08 04:00:00,,low,172.0,,,
T-7f7908,2023-01-10,2023-01-10 08:00:00,8.0,low,2.0,3.0,,
T-7febc0,2023-01-27,2023-01-28 09:00:00,33.0,urgent,79.0,3.0,,
T-c9a926,2024-09-15,2024-09-15 15:00:00,15.0,low,126.0,5.0,,
T-45bddf,2024-01-01,2024-01-03 21:00:00,69.0,urgent,120.0,,,
t-7e4e70,2024-06-08,2024-06-09 23:00:00,47.0,,,5.0,,
T-89a21e,2024-10-30,2024-11-01 07:00:00,55.0,high,113.0,,,
T-2a2ecd,2023-10-26,2023-10-27 23:00:00,47.0,medium,30.0,,,
T-2354bb,2023-08-30,2023-08-31 23:00:00,47.0,medium,,,,
T-89db4e,2023-08-31,2023-09-02 15:00:00,,medium,132.0,,,
T-87bb00,2024-08-18,2024-08-19 00:00:00,24.0,,62.0,3.0,,
T-e3507b,2023-02-28,2023-02-28 14:00:00,14.0,high,95.0,4.0,,
T-e8df78,2024-12-01,2024-12-01 03:00:00,3.0,low,52.0,3.0,,
T-d5bbc8,2023-08-13,2023-08-13 11:00:00,11.0,medium,19.0,,,
T-3fd10a,2024-05-14,2024-05-15 15:00:00,39.0,high,29.0,,,
T-cff159,2023-08-15,2023-08-17 17:00:00,65.0,medium,138.0,,,
 T-30fb5e    ,2023-12-20,2023-12-20 11:00:00,,low,158.0,3.0,,
T-b6eb59,,,17.0,medium,4.0,,,
t-f367ef,2023-10-12, 2023-10-14 15:00:00    ,63.0,low,143.0,,,
T-0c38ce,2024-11-30,2024-12-01 03:00:00,27.0,urgent,79.0,,,
,2023-05-31,2023-05-31 12:00:00,12.0,low,150.0,,,
T-463295,2023-02-14,2023-02-16 13:00:00,61.0,urgent,152.0,3.0,,
,2023-12-22,2023-12-23 22:00:00,46.0,high,124.0,,,
T-236dda,2024-06-28,2024-06-30 04:00:00,52.0,high,110.0,5.0,,
,2023-01-27,2023-01-29 12:00:00,60.0,medium,122.0,4.0,,
T-f1d9e6,2024-06-10,2024-06-10 18:00:00,18.0,medium,4.0,3.0,,
 T-ae3a16    ,2024-06-19,2024-06-21 03:00:00,51.0,low,97.0,,,
T-ebb598,2023-09-06,2023-09-08 19:00:00,67.0,low,132.0,4.0,,
T-9876FB,, 2024-01-18 14:00:00    ,14.0,high,92.0,,,
T-44b8e5,2024-06-27,2024-06-29 17:00:00,65.0,low,4.0,,,
T-5c2f82,2023-12-13,2023-12-15 20:00:00,68.0,urgent,143.0,4.0,,
T-19a57f,2023-10-18,2023-10-20 00:00:00,48.0,low,34.0,,,
T-eeae26,2023-11-24,2023-11-26 12:00:00,60.0,low,104.0,5.0,,
,2024-02-11,2024-02-12 21:00:00,45.0,urgent,174.0,4.0,,
T-220f5a,2024-04-11,2024-04-13 14:00:00,62.0,urgent,61.0,,,
T-7772D1,2024-03-26,,56.0,low,40.0,4.0,,
 T-90b336    ,2023-09-28, 2023-09-30 04:00:00    ,52.0,urgent,148.0,4.0,,
T-5b9038,2024-07-16,2024-07-16 23:00:00,23.0,high,7.0,3.0,,
T-d4805c,2023-06-22,2023-06-22 16:00:00,16.0,low,42.0,,,
T-9b3f6c,,2024-12-25 15:00:00,15.0,,44.0,4.0,,
T-3b0545,2023-03-10,2023-03-11 00:00:00,24.0,high,168.0,,,
,,2023-07-17 20:00:00,20.0,low,25.0,3.0,,
T-93f5f0,2023-08-04,2023-08-04 05:00:00,5.0,low,20.0,,,
 T-df66b4    ,2023-10-05,2023-10-08 00:00:00,72.0,,,3.0,,
T-4a0f02,2023-01-21,2023-01-23 03:00:00,51.0,urgent,61.0,,,
T-34025b,2023-07-15,2023-07-17 22:00:00,70.0,urgent,104.0,,,
T-c78f8a,2023-11-04,2023-11-06 14:00:00,62.0,medium,175.0,4.0,,
T-d6e90f,2024-03-22,2024-03-24 21:00:00,69.0,urgent,142.0,3.0,,
T-C53A87,2023-02-19,2023-02-20 13:00:00,37.0,high,105.0,,,
T-3d947f,2023-02-27,2023-03-01 20:00:00,68.0,low,26.0,5.0,,
T-da4869,2023-09-11,2023-09-11 12:00:00,12.0,,79.0,5.0,,
 T-bf2cc6    ,2023-05-12,,32.0,high,162.0,3.0,,
T-592ec1,2023-05-23,2023-05-24 03:00:00,27.0,low,161.0,5.0,,
,2023-03-16,2023-03-17 06:00:00,30.0,medium,170.0,3.0,,
T-ec46f5,2023-04-19,2023-04-21 07:00:00,55.0,high,93.0,,,
T-8d7ff3,2023-09-15,2023-09-15 05:00:00,5.0,urgent,147.0,,,
T-580C71,2023-04-15,2023-04-15 09:00:00,9.0,urgent,156.0,,,
T-d65b5b,2024-03-06,2024-03-07 23:00:00,47.0,medium,103.0,3.0,,
,2023-08-23,2023-08-24 00:00:00,24.0,urgent,,3.0,,
T-4336b6,2024-06-22,2024-06-24 09:00:00,57.0,low,19.0,,,
T-895101,2024-04-12,,5.0,urgent,19.0,,,
T-ae29f6,2023-09-12,2023-09-13 21:00:00,45.0,,,,,
T-762eff,2023-04-24,2023-04-25 04:00:00,28.0,low,46.0,3.0,,
,2024-03-13,2024-03-15 06:00:00,54.0,urgent,22.0,,,
T-a289f8,,2024-05-12 00:00:00,72.0,medium,55.0,,,
T-4a12e6,2024-08-07,2024-08-08 23:00:00,47.0,urgent,108.0,5.0,,
t-788eff,2024-04-18,2024-04-19 11:00:00,35.0,urgent,131.0,3.0,,
T-38dc90,2023-02-05,2023-02-08 00:00:00,72.0,high,9.0,5.0,,
T-d89dd4,2023-11-07,2023-11-08 17:00:00,41.0,urgent,64.0,5.0,,
T-80284c,2023-08-24,2023-08-26 02:00:00,50.0,urgent,64.0,3.0,,
T-0e9c68,2023-10-31,2023-11-01 21:00:00,45.0,urgent,125.0,,,
,2024-02-13,2024-02-15 05:00:00,53.0,medium,5.0,,,
T-759c6f,2023-01-11,2023-01-12 19:00:00,43.0,medium,,3.0,,
T-3444f4,2023-11-28,2023-11-30 12:00:00,60.0,urgent,40.0,4.0,,
T-df87ef,2023-03-03,2023-03-05 20:00:00,68.0,high,7.0,5.0,,
T-2166d3,2023-01-11,2023-01-13 08:00:00,56.0,,136.0,4.0,,
T-7cdb82,2023-04-26,2023-04-28 23:00:00,71.0,medium,37.0,4.0,,
T-f7ec04,,2023-10-18 16:00:00,16.0,urgent,,3.0,,
,2024-04-11,,62.0,high,78.0,,,
T-d5e01b,2023-12-29,2023-12-29 01:00:00,1.0,high,177.0,,,
T-d1973c,2023-03-11,,55.0,low,88.0,,,
T-361ccf,2024-12-06,2024-12-07 09:00:00,33.0,low,33.0,4.0,,
T-97Fa24,2023-06-16,2023-06-16 09:00:00,9.0,medium,73.0,3.0,,
T-7a95e0,2023-12-16,2023-12-16 07:00:00,7.0,low,54.0,,,
T-cdecbd,2024-12-08,2024-12-08 12:00:00,12.0,low,133.0,,,
T-5daa6c,,2024-04-29 08:00:00,32.0,low,157.0,,,
T-16968a,2024-10-10,2024-10-11 05:00:00,29.0,medium,54.0,,,
T-b9e44a,2023-06-10,2023-06-12 14:00:00,62.0,medium,13.0,,,
T-7cefd9,2023-03-31,2023-04-02 15:00:00,63.0,medium,146.0,5.0,,
T-7c37e5,2024-12-10,2024-12-11 23:00:00,47.0,urgent,104.0,,,
T-7dfcbc,2023-06-21,2023-06-21 20:00:00,20.0,urgent,94.0,5.0,,
T-0088b7,2024-05-15,2024-05-17 17:00:00,65.0,medium,173.0,3.0,,
,2023-12-03,2023-12-05 04:00:00,52.0,medium,15.0,5.0,,
,2024-02-13,2024-02-14 13:00:00,37.0,high,32.0,,,
T-73DB23,2023-01-26,,29.0,urgent,146.0,,,
T-55400f,2024-12-20,2024-12-20 05:00:00,5.0,medium,133.0,4.0,,
T-207054,2023-03-30,2023-03-31 05:00:00,29.0,medium,43.0,,,
T-b348cc,2023-07-22,2023-07-23 09:00:00,33.0,urgent,145.0,4.0,,
T-7d169d,2023-06-07,2023-06-08 07:00:00,31.0,medium,121.0,,,
T-42f242,2024-04-12,2024-04-14 01:00:00,49.0,high,104.0,3.0,,
T-e3d7af,2024-11-13,2024-11-15 06:00:00,54.0,low,,,,
T-0e39f9,2024-08-05,2024-08-05 09:00:00,9.0,,93.0,4.0,,
T-4db443,2024-03-29,2024-03-30 07:00:00,31.0,,15.0,,,
,2023-11-30,,56.0,low,114.0,5.0,,
T-df9759,,2024-12-30 15:00:00,15.0,medium,86.0,3.0,,
