,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,account_id,customer_id
7508,Male,21.0,,Sydney,Individual,18.0,Mobile, Yearly    ,14.0,6.0,23.359364651541085,7.0,-0.21,3.0,10.0,180.0,PayPal,0.0,No,No,2.0,27.343312773349844,Technical,5.0,0.0,0.75,0.05,11.0,Satisfied,2.0,0.0,A-BECE89,
7509,Female,50.0,Bangladesh,Sydney,Individual,29.0,Mobile,Yearly,18.0,2.0,13.326478448673996,5.0,0.08,1.0,30.0,870.0,Card,1.0,Yes,No,2.0,21.393742219508887,Billing,4.0,0.0,0.52,,-4.0,Satisfied,0.0,0.0,A-65aeb5,
7510,Male,30.0,Bangladesh,New York,Individual,42.0,Web,Monthly,14.0,0.0,10.702943526529385,7.0,-0.2,5.0,20.0,840.0,PayPal,2.0,Yes,No,3.0,24.255817111986037,Billing,2.0,0.0,0.14,0.41,73.0,Neutral,0.0,0.0,A-7f6b86,
7511,Female,73.0,Bangladesh,London,Enterprise,44.0,Web,Yearly,35.0,5.0,17.834681921142312,7.0,0.04,6.0,20.0,880.0,PayPal,0.0,No,No,1.0,1.0,,3.0,0.0,0.71,0.44,77.0,Satisfied,0.0,0.0,A-3793ee,
7512,Female,53.0,Canada,Dhaka,Individual,27.0,Web,Yearly,21.0,7.0,22.66254906900617,2.0,0.26,10.0,20.0,540.0,Card,0.0,,No,1.0,19.19181100384381,Technical,5.0,0.0,0.72,0.25,-14.0,Neutral,1.0,0.0,A-00bed1,
7513,Male,71.0,Australia,Berlin,SME,,Referral,Monthly,4.0,7.0,10.059982483455824,2.0,0.04,9.0,50.0,1750.0,PayPal,0.0,No,No,0.0,16.23917137749623,Service,3.0,0.0,0.75,0.12,27.0,Satisfied,2.0,0.0,A-56962b,
7514,Female,60.0,Bangladesh,Berlin,SME,29.0,Referral,Monthly,32.0,4.0,16.918808109635815,2.0,-0.2,4.0,20.0,580.0,Card,0.0,No,,1.0,,Service,3.0,0.0,0.61,0.22,-44.0,,0.0,,,
7515,Male,36.0,Canada,London,SME,6.0,Web,Monthly,1.0,1.0,18.10392723509075,6.0,0.15,2.0,30.0,180.0,Card,0.0,No,Yes,4.0,19.03777997187881,Technical,3.0,0.0,,0.17,-7.0,Neutral,0.0,0.0,A-8b0451,
7516,Male,60.0,UK,New York,,52.0,Web,Monthly,41.0,,15.21453958463426,,-0.13,13.0,30.0,1560.0,PayPal,0.0,No,No,1.0,37.05067131819917,Technical,4.0,0.0,,0.12,-25.0,Neutral,0.0,0.0,A-b179bf,
7517,Female,29.0,Bangladesh,Dhaka,Individual,37.0,Web,Monthly,20.0,3.0,17.502701471549408,6.0,0.22,9.0,70.0,2590.0,Card,1.0,No,No,2.0,26.2712460431856,Technical,5.0,0.0,,0.37,8.0,,,0.0,A-66224b,
7518,Male,28.0,USA,,SME,59.0,Web,Monthly,13.0,1.0,,7.0,-0.09,4.0,10.0,590.0,Card,0.0,No,No,2.0,26.460604464586307,,2.0,0.0,0.3,0.11,,Unsatisfied,4.0,0.0,A-bd4708,
7519,FEMALE,23.0, Australia    ,Sydney,Individual,25.0,Web,YEARLY,16.0,5.0,16.70130235334461,4.0,-0.17,2.0,20.0,500.0,Card,3.0,No,NO,0.0,35.401166762418995,,3.0,0.0,0.15,0.18,,Satisfied,0.0,1.0,,
7520,Female,29.0,USA,Sydney,SME,21.0,,Quarterly,4.0,4.0,14.869145400807692,5.0,0.28,,,210.0,Card,1.0,No,No,0.0,17.074208215490334,Technical,4.0,,0.81,0.23,-22.0,Satisfied,1.0,0.0,A-7e0a10,
7521,Male,44.0,uk,Berlin,Enterprise,58.0,,yearly,18.0,2.0,14.120780851480824,4.0,0.02,,30.0,1740.0,Card,1.0,No,,2.0,28.476849549649323,Billing,2.0,0.0,,0.03,-45.0,Neutral,1.0,0.0,,
7522,Female,58.0,,Berlin,,31.0,Web, Yearly    ,15.0,2.0,22.16450509175909,6.0,-0.03,5.0,50.0,1550.0,Card,0.0,Yes, No    ,2.0,24.460992305503616,Technical,5.0,0.0,0.18,0.08,-34.0,Neutral,,0.0,A-D42431,
7523,Male,42.0,USA,New York,,59.0,Mobile,Monthly,19.0,3.0,17.53996092815299,2.0,0.05,3.0,,1770.0,Card,1.0,No,No,3.0,28.467918946870064,Billing,5.0,0.0,0.16,0.07,100.0,Neutral,0.0,0.0,A-508199,
7524,Male,59.0,Australia,,Individual,40.0,Web,Quarterly,28.0,0.0,22.90247378882101,,-0.18,26.0,30.0,1200.0,Card,0.0,No,No,4.0,41.68080848621727,Billing,4.0,0.0,0.45,0.12,-11.0,Satisfied,0.0,,A-1f0636,
7525,Female,20.0,UK,Toronto,Individual,50.0,Referral,Monthly,23.0,1.0,15.811457013282364,4.0,0.05,12.0,,500.0,Card,2.0,No,No,1.0,16.82344467142341,Billing,5.0,1.0,0.84,0.16,-4.0,Satisfied,1.0,0.0,A-712f1c,
7526,Female,20.0,India,,Individual,16.0,Referral,Quarterly,8.0,4.0,19.53080651799696,9.0,0.09,2.0,10.0,160.0,Bank Transfer,0.0,No,No,1.0,26.10131731640956,Billing,3.0,0.0,0.53,,-22.0,Satisfied,0.0,0.0,A-54d94a,
7527,,37.0,Bangladesh,Sydney,Individual,14.0,Web,Monthly,10.0,2.0,18.860039985962224,7.0,-0.29,3.0,20.0,280.0,PayPal,1.0,Yes,No,2.0,31.09998819938578,Billing,4.0,0.0,0.9,0.03,82.0,Neutral,0.0,0.0,A-a0ca4e,
7528,Male,45.0,Australia,New York,Individual,6.0,Web,Monthly,22.0,1.0,10.93020862698106,3.0,0.18,22.0,,120.0,Card,0.0,No,No,0.0,11.908339769217232,,4.0,1.0,0.68,0.31,63.0,Satisfied,3.0,0.0,A-533452,
7529,Female,40.0,Bangladesh,London,Enterprise,11.0,Web,Monthly,24.0,0.0,1.0,7.0,-0.08,2.0,20.0,220.0,,0.0,No,No,3.0,17.246599685159417,Service,4.0,0.0,,0.26,-43.0,Satisfied,1.0,0.0,A-337bc1,
7530,Female,65.0,Bangladesh,London,,27.0,Web,Quarterly,19.0,3.0,3.5077220818908064,9.0,0.0,2.0,20.0,540.0,,0.0,No,No,0.0,19.01112973212972,,5.0,0.0,0.62,0.38,,Neutral,0.0,0.0,A-de58ca,
7531,female,20.0,India,New York,,,Web,Yearly,25.0,0.0,20.867959361161045,6.0,-0.05,0.0,100.0,,PayPal,,No,,1.0,18.52534704861919,Service,3.0,0.0,0.79,0.2,-47.0,Satisfied,0.0,0.0,a-1e50e0,
7532,Female,,UK,Toronto,Individual,5.0,Mobile,Monthly,21.0,4.0,18.89810252237502,4.0,0.2,5.0,10.0,50.0,PayPal,0.0,Yes,No,2.0,21.160473709199916,,3.0,0.0,0.69,0.23,-93.0,Satisfied,1.0,1.0,A-7920cc,
7533,Male,41.0,Australia,London,SME,15.0,Mobile,Quarterly,21.0,5.0,15.022811716738136,11.0,0.05,5.0,70.0,1050.0,PayPal,,Yes,No,0.0,20.04198364811714,Technical,,0.0,0.77,0.32,4.0,Unsatisfied,0.0,0.0,A-313be3,
7534,Female,60.0,Australia,Sydney,Enterprise,38.0,Web,Quarterly,28.0,5.0,16.73049911041225,3.0,0.03,,20.0,760.0,Card,1.0,No,No,2.0,14.214085586475171,Technical,5.0,0.0,0.85,0.32,51.0,Unsatisfied,1.0,1.0,A-692f18,
7535,male,57.0,India,London,INDIVIDUAL,53.0,Mobile,,39.0,7.0,10.343667330856716,5.0,0.02,27.0,10.0,530.0,Card,0.0,No, No    ,1.0,47.80058178862595,,2.0,1.0,0.65,0.41,45.0,Satisfied,3.0,0.0,A-7Cfe77,
7536,Male,23.0,Canada,London,Individual,16.0,Web,Yearly,22.0,3.0,9.917554435493884,4.0,0.06,26.0,,480.0,Card,1.0,No,No,,25.124642928759062,Billing,3.0,0.0,0.5,0.26,30.0,Satisfied,2.0,0.0,A-30b4ca,
7537,Female,37.0,India,Sydney,Individual,18.0,Web,Monthly,50.0,0.0,13.007716410946069,3.0,0.14,3.0,10.0,180.0,Card,0.0,No,No,1.0,26.371628586094264,,1.0,2.0,0.79,0.41,,Neutral,1.0,1.0,A-afa505,
7538,,28.0, India    ,Berlin,ENTERPRISE,53.0,Mobile,Monthly,21.0,6.0,20.624457561471484,5.0,0.13,4.0,,2650.0,PayPal,0.0,No,No,,14.96061771935734,Technical,2.0,1.0,0.6,0.25,31.0,Neutral,2.0,0.0,,
7539,Female,,India,Toronto,Individual,33.0,,Monthly,21.0,6.0,22.277269103816344,4.0,0.03,27.0,30.0,990.0,Bank Transfer,0.0,No,No,,12.449463562141412,,4.0,1.0,0.2,0.23,29.0,Satisfied,3.0,0.0,A-337bc1,
7540,,44.0,UK,Dhaka,Individual,35.0,Mobile,,39.0,7.0,17.292883387164125,8.0,0.12,0.0,50.0,1750.0,Card,0.0,No,No,2.0,28.087347788130643,,2.0,0.0,0.41,0.5,64.0,Neutral,,0.0,A-e351e1,
7541,Female,38.0,Germany,Sydney,Individual,55.0,,Monthly,18.0,5.0,15.69177653588405,5.0,,4.0,30.0,1650.0,Bank Transfer,1.0,No,No,0.0,11.694797583905617,Billing,3.0,0.0,0.4,0.35,38.0,Unsatisfied,1.0,0.0,A-4e631b,
7542,Male,61.0,India,Sydney,Individual,,Referral,Monthly,1.0,6.0,14.623347072922565,6.0,-0.31,10.0,70.0,3640.0,Card,0.0,No,No,,,Technical,3.0,0.0,0.68,0.45,,Unsatisfied,0.0,0.0,A-af0cd2,
7543,Male,65.0,Australia,Delhi,SME,24.0,Web,Yearly,9.0,7.0,12.254113949063692,9.0,-0.24,0.0,20.0,480.0,PayPal,0.0,,No,1.0,18.4296624775605,,4.0,0.0,0.12,0.34,13.0,Unsatisfied,0.0,0.0,A-993085,
7544,Female,67.0,USA,New York,Individual,35.0,Mobile,Monthly,29.0,4.0,1.1524465922388334,6.0,0.16,4.0,10.0,,PayPal,0.0,No,No,2.0,29.19793659986156,Technical,5.0,0.0,0.42,0.08,-6.0,Unsatisfied,2.0,0.0,A-40906c,
7545,Female,30.0,Canada,Toronto,Individual,7.0,Web,Monthly,24.0,5.0,21.09793969147735,6.0,0.03,7.0,,350.0,PayPal,2.0,No,No,3.0,12.21505583458184,Billing,3.0,0.0,0.31,0.03,-8.0,Satisfied,0.0,0.0,A-3f9cc0,
7546,Male,39.0,India,,Individual,,Referral,Yearly,10.0,4.0,19.860535088582584,6.0,-0.01,22.0,70.0,980.0,Bank Transfer,1.0,No,No,1.0,32.37679752424544,Technical,5.0,0.0,0.56,0.12,42.0,Satisfied,2.0,0.0,A-30b4ca,
7547,,,India,,Enterprise,50.0,Referral,Quarterly,0.0,4.0,17.063731462794536,9.0,-0.09,,30.0,1500.0,PayPal,0.0,,No,0.0,29.72736791457744,Service,2.0,0.0,0.3,0.42,-12.0,Unsatisfied,1.0,1.0,A-fdfc91,
7548,Female,64.0,Canada,,Individual,30.0,Web,Monthly,16.0,1.0,19.345347307384703,,0.13,14.0,70.0,2100.0,Card,0.0,No,No,0.0,39.33116363370988,Billing,4.0,1.0,0.69,0.41,43.0,Unsatisfied,1.0,0.0,,
7549,Male,39.0,India,Sydney,SME,24.0,Referral,Monthly,31.0,4.0,27.33819543428385,8.0,-0.03,6.0,10.0,240.0,Bank Transfer,2.0,Yes,No,0.0,24.68625679968274,Billing,2.0,0.0,0.33,0.22,-36.0,Neutral,5.0,0.0,A-f03140,
7550,Female,45.0,Australia,Dhaka,Individual,15.0,Web,Quarterly,,2.0,11.419901777986247,2.0,-0.32,6.0,50.0,750.0,PayPal,0.0,Yes,No,0.0,26.59053201556404,,2.0,0.0,0.17,,-35.0,Neutral,2.0,1.0,,
7551,Male,38.0,,Dhaka,SME,13.0,Web,Quarterly,16.0,4.0,17.18125014141391,5.0,-0.3,,70.0,910.0,Card,,No,,,,Billing,4.0,0.0,0.61,0.11,-22.0,Satisfied,0.0,1.0,A-5ed98d,
7552,female,63.0, India    ,Dhaka, Enterprise    ,19.0,Web,,9.0,0.0,6.312588892150156,5.0,0.06,3.0,30.0,570.0,Card,,No,No,1.0,4.503604313174527,Service,4.0,0.0,0.76,0.44,13.0,Neutral,2.0,0.0,a-856b1e,
7553,Male,35.0,Canada,Delhi,Individual,29.0,Web,Quarterly,16.0,2.0,27.17508941138515,4.0,-0.11,22.0,20.0,580.0,PayPal,2.0,No,No,0.0,2.936417782813841,Technical,3.0,1.0,0.2,0.43,6.0,Neutral,,0.0,A-fb186e,
7554,Female,48.0,India,Berlin,Individual,22.0,Referral,Quarterly,25.0,3.0,15.552671477317071,4.0,,6.0,,440.0,Card,0.0,Yes,No,1.0,32.55105408874122,Technical,4.0,0.0,0.89,0.42,16.0,Satisfied,3.0,0.0,A-1f0636,
7555,Female,63.0,UK,,Individual,2.0,Web,Monthly,18.0,5.0,1.0,7.0,0.0,9.0,10.0,20.0,Card,0.0,No,No,1.0,28.65703267519654,,2.0,0.0,0.7,0.34,15.0,Satisfied,1.0,0.0,A-eb2fdc,
7556,Male,,Australia,Delhi,SME,39.0,Referral,Monthly,,5.0,12.39388760769759,,0.08,,100.0,3900.0,Card,1.0,No,,2.0,24.7033516613512,Technical,,0.0,0.67,0.4,-3.0,Satisfied,2.0,0.0,A-5c046d,
7557,Female,,Australia,Delhi,Individual,13.0,Referral,Quarterly,31.0,2.0,24.083498212017933,7.0,0.2,40.0,10.0,130.0,PayPal,0.0,,Yes,0.0,16.613639893671646,Technical,3.0,0.0,0.21,0.12,-46.0,Satisfied,0.0,0.0,A-ac85cd,
7558,MALE,,germany,Sydney, Individual    ,,Referral,monthly,12.0,,20.08439701741778,7.0,,4.0,50.0,,,,Yes,NO,0.0,19.5908166997941,,3.0,0.0,0.26,0.09,-58.0,Satisfied,1.0,0.0,,
7559,Female,42.0,UK,Sydney,Individual,38.0,Web,Yearly,24.0,6.0,26.579200750436996,9.0,0.13,4.0,10.0,380.0,Card,1.0,No,No,2.0,1.0,,3.0,0.0,0.78,0.39,71.0,Unsatisfied,0.0,0.0,A-712426,
7560,Female,44.0,UK,New York,Individual,18.0,Mobile,Quarterly,18.0,5.0,14.230831531761114,7.0,-0.2,20.0,20.0,360.0,Card,1.0,No,No,2.0,21.24491433724523,,4.0,0.0,0.53,0.24,33.0,,0.0,0.0,A-fd9422,
7561,Female,,Germany,London,Individual,51.0,Mobile,,36.0,5.0,20.80322061292553,5.0,0.21,2.0,100.0,5100.0,Card,1.0,No,No,0.0,42.55423859935127,Technical,1.0,0.0,0.69,0.33,40.0,Satisfied,0.0,1.0,A-6a4e2d,
7562,Male,40.0,Bangladesh,Toronto,SME,15.0,Mobile,Quarterly,28.0,3.0,17.61689434039481,5.0,,13.0,30.0,450.0,PayPal,2.0,No,Yes,,19.354646294303155,Billing,3.0,0.0,,0.5,18.0,Unsatisfied,1.0,,A-ed510f,
7563,Female,48.0,Bangladesh,New York,SME,35.0,Web,,33.0,0.0,17.448110649165706,9.0,0.08,4.0,30.0,1050.0,PayPal,1.0,No,No,1.0,,,3.0,,0.84,0.27,13.0,Satisfied,0.0,0.0,A-56962b,
7564,Male,64.0,USA,Berlin,Individual,,Mobile,Quarterly,26.0,6.0,8.165066763993206,6.0,-0.08,10.0,20.0,1040.0,Card,0.0,No,No,0.0,14.004802270726024,Technical,4.0,1.0,0.72,0.06,50.0,Satisfied,0.0,0.0,A-e51ec7,
7565,,46.0,Bangladesh,Delhi,SME,17.0,Mobile,Quarterly,15.0,0.0,1.0,10.0,-0.02,22.0,10.0,170.0,Card,0.0,No,No,0.0,29.76280656050539,Technical,5.0,0.0,0.67,0.05,46.0,Satisfied,2.0,0.0,A-5c046d,
7566,Male,64.0,India,Sydney,SME,48.0,Mobile,Quarterly,34.0,1.0,,7.0,-0.05,14.0,50.0,2400.0,PayPal,0.0,No,No,0.0,17.58849062368916,,3.0,0.0,,0.4,57.0,Satisfied,1.0,0.0,A-52dd88,
7567,Male,47.0,UK,Delhi,,13.0,Referral,Yearly,23.0,1.0,1.0,7.0,-0.04,10.0,50.0,650.0,PayPal,0.0,Yes,Yes,0.0,34.19239531898031,Billing,3.0,1.0,0.43,0.13,10.0,Unsatisfied,3.0,0.0,A-ff79f2,
7568,Male,68.0,USA,Sydney,Individual,22.0,Web,Yearly,22.0,0.0,19.198585795729382,6.0,-0.02,7.0,70.0,,Card,2.0,No,Yes,1.0,45.24044171913008,Service,2.0,1.0,0.33,0.4,54.0,Neutral,0.0,0.0,A-dbc825,
7569,Female,43.0,USA,Dhaka,Individual,59.0,Web,Monthly,12.0,4.0,12.06146532082236,3.0,0.27,0.0,,2950.0,Card,0.0,No,Yes,1.0,,Technical,5.0,1.0,0.28,0.21,-50.0,,,0.0,A-faa28c,
7570, Male    ,37.0,,Toronto,SME,54.0,,,27.0,1.0,9.140720437615029,5.0,0.18,8.0,20.0,1080.0,Card,0.0,Yes,NO,2.0,1.0,Technical,4.0,0.0,0.89,0.42,5.0,,1.0,0.0,A-39Ddf4,
7571,,55.0,india,New York, SME    ,,Web,Yearly,15.0,6.0,8.95433628262289,4.0,0.11,6.0,30.0,1560.0,Bank Transfer,0.0,No,no,2.0,37.12380590292144,,5.0,0.0,0.43,0.15,28.0,,0.0,0.0,A-5a215a,
7572,Male,36.0,Australia,New York,Individual,40.0,Web,,14.0,5.0,15.544854860514064,8.0,-0.03,4.0,20.0,800.0,,2.0,No,No,4.0,21.545110158452427,Technical,5.0,0.0,0.67,0.23,16.0,Satisfied,1.0,0.0,A-8e47ca,
7573,Male,44.0,Canada,Berlin,Individual,21.0,Web,Quarterly,22.0,0.0,21.703195816651508,6.0,0.07,6.0,30.0,630.0,Card,0.0,,Yes,2.0,26.030301892808897,Technical,2.0,0.0,0.33,,-25.0,Satisfied,1.0,0.0,A-526d93,
7574,Male,,Bangladesh,Dhaka,Individual,,,Quarterly,13.0,2.0,12.93022739523088,,-0.08,1.0,20.0,520.0,PayPal,1.0,No,No,2.0,24.775554958666397,Technical,5.0,0.0,0.32,,87.0,Neutral,0.0,0.0,A-ac85cd,
7575,,57.0,Australia,New York,Individual,46.0,Referral,Monthly,12.0,7.0,9.70248351029441,,0.07,2.0,10.0,460.0,Card,0.0,No,Yes,1.0,34.56433553159236,Technical,3.0,1.0,0.56,0.21,,Neutral,2.0,0.0,A-afa505,
7576,Female,55.0,UK,New York,Individual,4.0,Web,Monthly,10.0,0.0,9.798643553042012,3.0,0.01,48.0,70.0,280.0,Card,1.0,No,No,1.0,12.894509325939628,Service,4.0,0.0,0.65,0.21,-22.0,,2.0,0.0,A-7e0a10,
7577,,69.0, UK    ,London,,7.0,Web,,30.0,0.0,26.34115468938417,11.0,0.09,16.0,20.0,140.0,PayPal,0.0,No,No,2.0,19.14372359539339,,4.0,,0.2,0.33,38.0,Satisfied,0.0,0.0,a-80eeb6,
7578,Male,40.0,India,,,10.0,Web,Quarterly,34.0,7.0,,3.0,-0.05,14.0,70.0,700.0,Bank Transfer,0.0,No,Yes,1.0,15.247990966110082,Technical,3.0,1.0,0.57,0.39,71.0,Unsatisfied,1.0,0.0,A-0532a9,
7579,Female,46.0,USA,Delhi,SME,15.0,Mobile,Monthly,39.0,3.0,1.0,4.0,0.17,15.0,50.0,750.0,Card,0.0,No,Yes,0.0,22.796247372350184,Technical,,0.0,0.59,0.16,4.0,Unsatisfied,0.0,0.0,A-30b4ca,
7580,Male,32.0,UK,New York,Individual,26.0,,,29.0,6.0,12.252537729544075,5.0,0.03,10.0,10.0,260.0,Card,1.0,Yes,No,1.0,43.84998693093226,Technical,4.0,0.0,0.75,0.18,-23.0,Unsatisfied,0.0,0.0,A-eb1312,
7581,Male,20.0,Bangladesh,Berlin,Individual,16.0,Web,Monthly,0.0,1.0,4.961123118231015,4.0,-0.01,57.0,20.0,320.0,Bank Transfer,,No,No,3.0,15.729402438016804,,,,0.52,0.02,-10.0,Satisfied,2.0,0.0,A-794a0b,
7582,Male,27.0, Australia    ,Delhi, Individual    ,40.0,Mobile,yearly,23.0,3.0,10.678424885913502,6.0,0.13,5.0,20.0,800.0,Card,2.0,No,,1.0,28.18722139990212,Technical,5.0,1.0,0.24,0.49,24.0,Neutral,1.0,0.0, A-e3bd71    ,
7583,Male,32.0,Bangladesh,Sydney,Individual,,Web,Quarterly,17.0,4.0,6.757918288864143,6.0,0.26,24.0,10.0,340.0,,0.0,No,No,1.0,30.055832789648885,Service,3.0,0.0,0.89,0.2,28.0,Satisfied,1.0,0.0,A-e4144b,
7584,Female,73.0,Australia,Dhaka,Individual,17.0,Referral,Quarterly,43.0,0.0,28.34800431221047,2.0,0.02,4.0,30.0,510.0,Card,0.0,Yes,No,1.0,,Service,3.0,0.0,0.46,,,Unsatisfied,0.0,0.0,A-05f0e5,
7585,Female,33.0,India,Dhaka,SME,38.0,Referral,Monthly,23.0,1.0,17.23036250614905,4.0,-0.01,7.0,30.0,,Card,2.0,No,Yes,,25.410889906536656,Technical,3.0,0.0,0.53,0.16,89.0,,1.0,0.0,A-76fa4d,
7586,Male,34.0,Bangladesh,New York,Individual,16.0,Referral,Quarterly,11.0,1.0,22.4679260338546,4.0,0.08,13.0,50.0,800.0,Card,0.0,No,No,1.0,23.476316816082708,Service,3.0,,0.88,0.28,86.0,Satisfied,0.0,0.0,A-b07346,
7587,Female,36.0,Australia,New York,SME,,Web,Yearly,12.0,6.0,28.242572765647147,7.0,-0.05,6.0,30.0,1020.0,Bank Transfer,0.0,Yes,No,1.0,28.54831159652417,Technical,4.0,0.0,0.85,,37.0,Unsatisfied,0.0,0.0,A-ffc04f,
7588,Female,28.0,Bangladesh,Delhi,SME,59.0,Web,Quarterly,2.0,5.0,17.043013339038264,3.0,-0.14,5.0,20.0,1180.0,,0.0,No,No,3.0,32.80367318071531,,4.0,1.0,0.63,0.04,9.0,Satisfied,2.0,0.0,A-95b24a,
7589,,65.0,Germany,Sydney,SME,56.0,Web,Monthly,19.0,1.0,32.85936480398468,3.0,-0.08,,50.0,2800.0,Card,0.0,No,No,2.0,14.245263783119396,Technical,5.0,1.0,0.24,0.24,9.0,,,0.0,A-f25509,
7590,Female,22.0,India,London,SME,29.0,Mobile,Yearly,4.0,0.0,4.279495338917334,6.0,0.21,0.0,50.0,1450.0,Card,0.0,Yes,No,1.0,41.77205772258222,,3.0,,,0.37,50.0,Neutral,2.0,0.0,A-bd4513,
7591,Male,22.0,India,Toronto,SME,53.0,Web,Monthly,0.0,0.0,24.870706433794048,2.0,-0.05,4.0,10.0,530.0,Card,1.0,No,No,1.0,14.198104968360653,,3.0,0.0,0.45,0.2,78.0,Satisfied,0.0,0.0,A-b78bf8,
7592,Female,31.0,UK,London,Individual,18.0,Mobile,Monthly,10.0,5.0,,5.0,0.06,7.0,10.0,180.0,Card,0.0,No,No,2.0,40.13070452405317,,4.0,1.0,0.22,,-37.0,Unsatisfied,0.0,0.0,A-ae052e,
7593,Female,67.0,India,Berlin,Enterprise,11.0,Mobile,Monthly,9.0,2.0,21.097850932636607,5.0,-0.23,2.0,30.0,330.0,Card,0.0,,Yes,0.0,36.76669299283385,,5.0,1.0,0.64,0.08,31.0,Satisfied,1.0,0.0,A-b3fe05,
7594,Female,43.0,Canada,Delhi,,12.0,Mobile,Monthly,20.0,3.0,13.998379057821756,2.0,-0.15,17.0,20.0,240.0,Bank Transfer,0.0,Yes,No,0.0,36.88261379132998,Billing,4.0,1.0,0.8,0.39,27.0,Neutral,0.0,0.0,A-0aaf6e,
7595,Male,25.0,uk,New York,INDIVIDUAL,37.0,Referral,Monthly,23.0,3.0,19.58298593572245,5.0,0.18,0.0,70.0,2590.0,Bank Transfer,0.0,Yes,,1.0,31.99255888111433,Billing,4.0,0.0,0.34,0.4,53.0,Unsatisfied,1.0,0.0, A-1e1b80    ,
7596,,22.0,UK,London,Individual,2.0,Mobile,Quarterly,20.0,,17.97374431523398,6.0,0.09,2.0,30.0,60.0,Bank Transfer,0.0,No,No,1.0,40.67109932489346,,4.0,,0.53,0.03,-25.0,Unsatisfied,1.0,1.0,A-37f969,
7597,Male,24.0,Bangladesh,Toronto,SME,54.0,Web,Monthly,18.0,0.0,14.325434764493384,4.0,0.04,4.0,20.0,1080.0,,0.0,No,No,1.0,13.42380213260841,,4.0,0.0,0.19,0.41,16.0,Neutral,1.0,0.0,,
7598,Male,33.0,Germany,Berlin,Individual,56.0,Mobile,Yearly,23.0,7.0,16.00645651629928,3.0,-0.17,9.0,30.0,1680.0,Bank Transfer,,No,No,0.0,12.754096715259047,Technical,4.0,,0.3,0.35,,Neutral,1.0,0.0,A-7f29a7,
7599,Female,72.0,UK,Dhaka,Enterprise,18.0,Referral,Monthly,31.0,6.0,27.301995074580244,8.0,0.05,3.0,30.0,540.0,Card,0.0,No,No,1.0,53.99269396130288,Technical,3.0,0.0,0.22,0.09,35.0,Satisfied,3.0,,A-8b0451,
7600,Male,31.0,USA,London,Individual,54.0,Mobile,Yearly,10.0,7.0,9.899149439907475,2.0,0.04,50.0,30.0,1620.0,Card,0.0,Yes,Yes,0.0,,,2.0,0.0,0.23,0.5,-33.0,Neutral,0.0,1.0,A-ff79f2,
7601,Female,54.0,Australia,New York,SME,38.0,Mobile,Monthly,23.0,6.0,25.79208369053385,5.0,0.02,1.0,50.0,1900.0,Card,0.0,No,No,1.0,14.925127769091066,Technical,3.0,1.0,0.4,0.29,-23.0,Satisfied,0.0,0.0,A-2e3bad,
7602,Male,73.0,Australia,Toronto,Individual,33.0,Referral,,20.0,4.0,9.76343140748341,1.0,-0.1,8.0,20.0,660.0,Card,1.0,Yes,Yes,1.0,32.14724842832585,Service,3.0,1.0,0.56,0.4,-24.0,Unsatisfied,1.0,0.0,A-474ad4,
7603,Male,58.0,India,New York,Individual,9.0,Mobile,Monthly,24.0,5.0,19.66653476614005,6.0,0.13,3.0,30.0,270.0,Card,0.0,No,No,0.0,,Technical,5.0,1.0,,0.22,46.0,Neutral,0.0,0.0,A-08e34e,
7604,Female,21.0,Bangladesh,New York,Individual,15.0,Referral,Quarterly,18.0,1.0,14.617736865633516,6.0,-0.1,3.0,,1500.0,PayPal,0.0,No,Yes,1.0,33.12981048479644,Billing,4.0,1.0,0.39,0.36,49.0,Satisfied,2.0,0.0,A-c1dfe1,
7605,Female,53.0,Germany,Berlin,Individual,28.0,Web,Yearly,11.0,0.0,19.402926880745543,,-0.02,0.0,20.0,560.0,Card,0.0,Yes,No,1.0,21.850804463326952,,4.0,,0.24,0.28,29.0,Neutral,0.0,0.0,A-b07346,
7606,Female,65.0,Australia,Toronto,Individual,8.0,Mobile,Quarterly,18.0,0.0,17.127430859007557,3.0,-0.29,3.0,10.0,80.0,Card,0.0,No,Yes,1.0,13.848936416827122,Service,4.0,0.0,0.53,0.13,16.0,Neutral,1.0,0.0,,
7607,Female,73.0,USA,Sydney,Enterprise,46.0,Web,Monthly,12.0,0.0,18.64836172426304,4.0,0.01,17.0,10.0,460.0,Card,0.0,No,No,,20.72594756583701,Billing,3.0,0.0,0.56,0.06,72.0,Neutral,0.0,0.0,A-0baac2,
7608,Male,34.0,Germany,Dhaka,Individual,36.0,Web,Monthly,10.0,1.0,19.457340438401296,6.0,-0.15,3.0,20.0,720.0,Card,4.0,No,No,0.0,25.896164883258773,Billing,2.0,0.0,0.17,0.35,-2.0,,1.0,0.0,,
7609,Male,64.0,Canada,New York,SME,39.0,Web,Monthly,31.0,6.0,,5.0,0.05,8.0,10.0,390.0,Card,1.0,No,No,2.0,23.92521474232924,,3.0,1.0,0.84,0.49,5.0,Neutral,1.0,0.0,A-1e1b80,
